Numero Factura;Fecha y Hora;Nombre Cliente;Documento Cliente;Nombre Producto;Codigo de Barras;Cantidad;Precio;Descuento Porcentaje;Metodo Pago;Subtotal Factura;IVA Factura;Total Factura;Usuario Vendedor;Anulada
FAC-517;2026-07-05;;;CAMISETAS CABALLERO SEDA FRIA (XL);11224832;1;40000;0;Efectivo;40000;0;40000;admin;NO
FAC-516;2026-07-05;;;SUDADERA UNISEX OVERSIZE (UN);41320230;1;66000;0;Efectivo;66000;0;66000;admin;NO
FAC-516;2026-07-05;;;CAMISETAS CABALLERO POLO SEDA FRIA (S);11221827;1;48000;0;;48000;0;48000;admin;NO
FAC-516;2026-07-05;;;BUSOS DAMA CREMALLERA OVERSIZE (UN);26110430;1;72000;0;;72000;0;72000;admin;NO
FAC-516;2026-07-05;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;;70000;0;70000;admin;NO
FAC-515;2026-07-05;;;CANDONGAS UNISEX REDONDA 1 (VA);34323331;1;10000;0;Transferencia o depósito;10000;0;10000;admin;NO
FAC-515;2026-07-05;;;BLUSAS DAMA ELEGANTE (UN);6112530;1;54000;0;;54000;0;54000;admin;NO
FAC-514;2026-06-26;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (L);25333923;1;100000;0;Transferencia o depósito;100000;0;100000;admin;NO
FAC-514;2026-06-26;;;CONJUNTO UNISEX COLOMBIA 1.1 POLO AZUL (L);40329523;1;80000;0;;80000;0;80000;admin;NO
FAC-514;2026-06-26;;;CONJUNTO UNISEX COLOMBIA 1.1 POLO AZUL (XL);40329532;2;80000;0;;80000;0;80000;admin;NO
FAC-513;2026-06-26;;;CAMISETAS UNISEX COLOMBIA AAA POLO AMARILLA (L);11331123;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-512;2026-06-26;;;BUSOS CABALLERO DEPORTIVO (SM);26211529;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-511;2026-06-26;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;Transferencia o depósito;32000;0;32000;admin;NO
FAC-511;2026-06-26;;;CONJUNTO UNISEX PORTUGAL AAA VISITANTE 2026 (M);40329425;2;70000;0;;70000;0;70000;admin;NO
FAC-510;2026-06-26;;;CAMISETAS DAMA COLOMBIA 1.1 AMARILLA (L);1118723;1;80000;0;Efectivo;80000;0;80000;admin;NO
FAC-509;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 BLANCA ENTRENAMIENTO (S);11231327;1;76000;0;Efectivo;76000;0;76000;admin;NO
FAC-508;2026-06-26;;;ANILLOS UNISEX ANILLO 1 (VA);2832531;1;21000;0;Efectivo;21000;0;21000;admin;NO
FAC-507;2026-07-05;;;CONJUNTO CABALLERO INGLATERRA AAA LOCAL;;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-506;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-505;2026-06-26;;;BUSOS UNISEX CON CAPOTA ESTAMPADO CREMALLERA (S);2639327;1;48000;0;A convenir;48000;0;48000;admin;NO
FAC-504;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-503;2026-06-26;;;BUSOS UNISEX MUNDIAL 2026 (XL);26319432;2;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-502;2026-06-26;;;CONJUNTO UNISEX COLOMBIA 1.1 POLO AZUL (XL);40329532;1;80000;0;Tarjeta de débito;80000;0;80000;admin;NO
FAC-501;2026-07-05;;;BUSOS CABALLERO MEDIA CREMALLERA COMBINADO (UN);26218530;1;80000;0;Tarjeta de débito;80000;0;80000;admin;NO
FAC-500;2026-07-05;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-499;2026-07-05;;;SACO DAMA CORAZON LOVE (UN);3919730;1;60000;0;Tarjeta de débito;60000;0;60000;admin;NO
FAC-499;2026-07-05;;;JEANS DAMA OVERSIZE MACHI (8);112872;1;110000;0;;110000;0;110000;admin;NO
FAC-498;2026-07-05;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (S);25333927;1;100000;0;Tarjeta de débito;100000;0;100000;admin;NO
FAC-497;2026-07-05;;;BUSOS UNISEX ALGODON CAPOTA ESTAMPADO (M);2631825;1;48000;0;Efectivo;48000;0;48000;admin;NO
FAC-496;2026-07-05;;;CAIMAN DAMA BRONCE CAIMAN (UN);591550;1;6000;0;Transferencia o depósito;6000;0;6000;admin;NO
FAC-496;2026-07-05;;;SPLASH CABALLERO PULSERA COMBO (VA);46223031;1;25000;0;;25000;0;25000;admin;NO
FAC-496;2026-07-05;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (L);25333923;1;100000;0;;100000;0;100000;admin;NO
FAC-496;2026-07-05;;;PULSERAS UNISEX PULSERA 1 (VA);31322431;1;20000;0;;20000;0;20000;admin;NO
FAC-496;2026-07-05;;;BUSOS UNISEX ALGODON CON CAPOTA ESTAMPADO CREMALLERA (L);2631923;1;48000;0;;48000;0;48000;admin;NO
FAC-495;2026-07-05;;;CONJUNTO CABALLERO ALEMANIA AAA LOCAL (L);4021523;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-494;2026-07-05;;;CAMISETAS UNISEX ARGENTINA 1.1 LOCAL 2026 (M);11333525;1;110000;0;Tarjeta de crédito;110000;0;110000;admin;NO
FAC-493;2026-07-05;;;CONJUNTO CABALLERO ARGENTINA AAA LOCAL (S);4023327;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-492;2026-07-05;;;TOPOS UNISEX TOPOS DE SEGURIDAD 1 (VA);32326731;1;10000;0;Transferencia o depósito;10000;0;10000;admin;NO
FAC-492;2026-07-05;;;SACO DAMA CORAZON LOVE (UN);3919730;1;60000;0;;60000;0;60000;admin;NO
FAC-491;2026-07-05;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-490;2026-07-05;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-489;2026-07-05;;;BUSOS UNISEX ALGODON CAPOTA ESTAMPADO (M);2631825;1;48000;0;Transferencia o depósito;48000;0;48000;admin;NO
FAC-488;2026-06-26;;;JEANS DAMA 1 BOTON (6);1111;1;64000;0;Tarjeta de débito;64000;0;64000;admin;NO
FAC-488;2026-06-26;;;COLLAR UNISEX COLLAR 4 (VA);3038231;1;29000;0;;29000;0;29000;admin;NO
FAC-488;2026-06-26;;;COLLAR UNISEX COLLAR 1 (VA);3037931;1;32000;0;;32000;0;32000;admin;NO
FAC-488;2026-06-26;;;BUSOS DAMA CAPOTA LANA (UN);2617030;1;66000;0;;66000;0;66000;admin;NO
FAC-488;2026-06-26;;;CHAQUETAS UNISEX ROMPEVIENTOS AZUL COLOMBIA (S);25334427;1;100000;0;;100000;0;100000;admin;NO
FAC-488;2026-06-26;;;CHAQUETAS UNISEX ROMPEVIENTOS NEGRA COLOMBIA (S);25333927;1;100000;0;;100000;0;100000;admin;NO
FAC-487;2026-06-26;;;CHAQUETAS UNISEX ROMPEVIENTOS AZUL COLOMBIA (M);25334425;1;100000;0;Tarjeta de débito;100000;0;100000;admin;NO
FAC-487;2026-06-26;;;CONJUNTO UNISEX COLOMBIA 1.1 POLO AZUL (XXL);40329534;1;80000;0;;80000;0;80000;admin;NO
FAC-486;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;2;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-485;2026-06-26;;;JEANS CABALLERO BAGGI (30);123913;1;110000;0;Tarjeta de crédito;110000;0;110000;admin;NO
FAC-485;2026-06-26;;;JEANS DAMA BAGGI (10);11393;1;110000;0;;110000;0;110000;admin;NO
FAC-485;2026-06-26;;;PANTALONES UNISEX ALGODON (L);231623;1;32000;0;;32000;0;32000;admin;NO
FAC-485;2026-06-26;;;LEGGINS DAMA ALGODON (XL);4411632;1;34000;0;;34000;0;34000;admin;NO
FAC-485;2026-06-26;;;CAMISETAS CABALLERO SEDA FRIA (M);11224825;1;40000;0;;40000;0;40000;admin;NO
FAC-485;2026-06-26;;;CROPTOP DAMA OVERSIZE DOS ESTAMPADOS (M);55120325;2;40000;0;;40000;0;40000;admin;NO
FAC-484;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-483;2026-06-26;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-483;2026-06-26;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;;70000;0;70000;admin;NO
FAC-482;2026-06-26;;;JEANS DAMA BAGGI (10);11393;1;110000;0;Tarjeta de débito;110000;0;110000;admin;NO
FAC-481;2026-07-05;;;CAMISETAS CABALLERO POLO TOMMY (M);11229825;1;50000;0;Tarjeta de débito;50000;0;50000;admin;NO
FAC-481;2026-07-05;;;GORRAS UNISEX VARIOS (UN);14327530;1;32000;0;;32000;0;32000;admin;NO
FAC-480;2026-07-05;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (20);114888;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-480;2026-07-05;;;MEDIAS UNISEX FINA MEDIA (VA);24313531;1;16000;0;;16000;0;16000;admin;NO
FAC-480;2026-07-05;;;CANILLERAS NIÑO CAMPEON (VA);2746531;1;12000;0;;12000;0;12000;admin;NO
FAC-479;2026-07-05;;;JEANS CABALLERO BAGGI (34);123915;1;110000;0;Efectivo;110000;0;110000;admin;NO
FAC-479;2026-07-05;;;CHAQUETAS CABALLERO ABIERTA AIR (XL);252732;1;72000;0;;72000;0;72000;admin;NO
FAC-479;2026-07-05;;;CHAQUETAS CABALLERO POLO (UN);25221630;1;68000;0;;68000;0;68000;admin;NO
FAC-477;2026-07-05;;;BERMUDAS CABALLERO CAMUFLADO (34);526615;1;76000;0;Efectivo;76000;0;76000;admin;NO
FAC-476;2026-07-05;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-475;2026-06-25;;;SUDADERA CABALLERO ALGODON (XL);4121632;1;88000;0;Transferencia o depósito;88000;0;88000;admin;NO
FAC-474;2026-06-25;;;CAMISETAS DAMA ACANALADA (UN);111830;1;28000;0;Efectivo;28000;0;28000;admin;NO
FAC-473;2026-06-25;;;ANILLOS UNISEX ANILLO 4 (VA);2832831;1;16000;0;Tarjeta de débito;16000;0;16000;admin;NO
FAC-473;2026-06-25;;;MEDIAS DAMA TALONERA TOBILLERA (VA);24125631;4;3000;0;;3000;0;3000;admin;NO
FAC-473;2026-06-25;;;CANGUROS UNISEX ADIDAS (UN);203130;2;40000;0;;40000;0;40000;admin;NO
FAC-472;2026-06-25;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (20);114888;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-472;2026-06-25;;;PANTALONES DAMA ROMA (XL);2124032;1;88000;0;;88000;0;88000;admin;NO
FAC-471;2026-06-25;;;SUDADERA CABALLERO ALGODON (XL);4121632;1;88000;0;Transferencia o depósito;88000;0;88000;admin;NO
FAC-470;2026-06-25;;;CONJUNTO UNISEX PORTUGAL AAA VISITANTE 2026 (L);40329423;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-469;2026-06-25;;;SERVICIO DE ESTAMPADO;;1;20000;0;Transferencia o depósito;20000;0;20000;admin;NO
FAC-468;2026-06-25;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (22);114889;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-467;2026-07-04;;;JEANS DAMA 1 BOTON (10);1113;1;64000;0;Tarjeta de débito;64000;0;64000;admin;NO
FAC-467;2026-07-04;;;PANTALONES UNISEX ALGODON (L);231623;1;32000;0;;32000;0;32000;admin;NO
FAC-467;2026-07-04;;;PANTALONES UNISEX ALGODON (XL);231632;1;32000;0;;32000;0;32000;admin;NO
FAC-466;2026-06-25;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (XL);1128832;1;60000;0;A convenir;60000;0;60000;admin;NO
FAC-465;2026-06-25;;;CAMISETAS DAMA POLO (S);11121627;1;42000;0;Transferencia o depósito;42000;0;42000;admin;NO
FAC-465;2026-06-25;;;CAMISETAS DAMA CON BRILLANTES (L);1119123;1;28000;0;;28000;0;28000;admin;NO
FAC-464;2026-06-25;;;MOÑOS DAMA MOÑOS COLOMBIA (UN);5611930;1;7000;0;Efectivo;7000;0;7000;admin;NO
FAC-463;2026-06-25;;;BUSOS CABALLERO MEDIA CREMALLERA COMBINADO (UN);26218530;1;80000;0;Efectivo;80000;0;80000;admin;NO
FAC-462;2026-06-25;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (28);1148812;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-462;2026-06-25;;;CONJUNTO UNISEX COLOMBIA 1.1 POLO AZUL (XXL);40329534;1;80000;0;;80000;0;80000;admin;NO
FAC-462;2026-06-25;;;CAMISETAS CABALLERO COLOMBIA 1.1 BLANCA ENTRENAMIENTO (S);11231327;1;76000;0;;76000;0;76000;admin;NO
FAC-461;2026-06-25;;;GORRAS UNISEX COLOMBIA (UN);1438630;1;56000;0;Transferencia o depósito;56000;0;56000;admin;NO
FAC-460;2026-06-25;;;JEANS DAMA BAGGI (14);11395;1;110000;0;Tarjeta de débito;110000;0;110000;admin;NO
FAC-459;2026-06-25;;;CONJUNTO CABALLERO PORTUGAL AAA (M);40222325;2;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-458;2026-07-04;;;BUSOS UNISEX ALGODON SIN ESTAMPADO (XL);2632332;1;44000;0;Tarjeta de débito;44000;0;44000;admin;NO
FAC-458;2026-07-04;;;CAMISETAS CABALLERO ESPAÑA 1.1 LOCAL (XL);11212832;1;80000;0;;80000;0;80000;admin;NO
FAC-458;2026-07-04;;;CAMISETAS CABALLERO POLO TIPO GALLETA (L);11222023;1;50000;0;;50000;0;50000;admin;NO
FAC-458;2026-07-04;;;DRILL CABALLERO JUVENIL (32);42215814;1;70000;0;;70000;0;70000;admin;NO
FAC-458;2026-07-04;;;CAMISETAS CABALLERO POLO TIPO GALLETA (XL);11222032;1;50000;0;;50000;0;50000;admin;NO
FAC-458;2026-07-04;;;JEANS CABALLERO CLASICO (30);127813;1;70000;0;;70000;0;70000;admin;NO
FAC-458;2026-07-04;;;BUSOS UNISEX ALGODON CAPOTA ESTAMPADO (XL);2631832;1;48000;0;;48000;0;48000;admin;NO
FAC-458;2026-07-04;;;CAMISETAS CABALLERO POLO TIPO GALLETA ACANALADA (XL);11232432;1;64000;0;;64000;0;64000;admin;NO
FAC-458;2026-07-04;;;CAMISETAS CABALLERO CUELLO REDONDO TIPO GALLETA (L);11229123;2;42000;0;;42000;0;42000;admin;NO
FAC-457;2026-07-04;;;BUSOS UNISEX MUNDIAL 2026 (L);26319423;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-456;2026-07-04;;;JEANS CABALLERO BAGGI (32);123914;1;110000;0;A convenir;110000;0;110000;admin;NO
FAC-456;2026-07-04;;;CAMISETAS CABALLERO OVERSIZE (M);11220225;1;58000;0;;58000;0;58000;admin;NO
FAC-456;2026-07-04;;;LICRAS DAMA A RODILLA (UN);31630;1;22000;0;;22000;0;22000;admin;NO
FAC-455;2026-06-24;;;CAMISETAS UNISEX ARGENTINA 1.1 LOCAL 2026 (M);11333525;1;110000;0;Transferencia o depósito;110000;0;110000;admin;NO
FAC-454;2026-06-24;;;CAMISETAS CABALLERO POLO TIPO GALLETA (M);11222025;2;50000;0;A convenir;50000;0;50000;admin;NO
FAC-453;2026-06-24;;;BUSOS DAMA CREMALLERA OVERSIZE (UN);26110430;1;72000;0;Tarjeta de crédito;72000;0;72000;admin;NO
FAC-453;2026-06-24;;;CHAQUETAS DAMA LISA ACOLCHADA (XXL);25117534;1;78000;0;;78000;0;78000;admin;NO
FAC-453;2026-06-24;;;SHORTS DAMA CAPRIATY (UN);417130;1;32000;0;;32000;0;32000;admin;NO
FAC-453;2026-06-24;;;BUSOS DAMA DUO (UN);26112230;1;36000;0;;36000;0;36000;admin;NO
FAC-453;2026-06-24;;;SHORTS DAMA RUNNING (UN);4124630;1;50000;0;;50000;0;50000;admin;NO
FAC-452;2026-06-24;;;PANTALONETAS CABALLERO DEPORTIVA (S-M);35211328;1;44000;0;Transferencia o depósito;44000;0;44000;admin;NO
FAC-452;2026-06-24;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;;70000;0;70000;admin;NO
FAC-451;2026-06-24;;;BLUSAS DAMA BRILLANTE (UN);615230;1;56000;0;Tarjeta de débito;56000;0;56000;admin;NO
FAC-451;2026-06-24;;;BUSOS DAMA CAPOTA LANA (UN);2617030;1;66000;0;;66000;0;66000;admin;NO
FAC-451;2026-06-24;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (28);1148812;1;70000;0;;70000;0;70000;admin;NO
FAC-450;2026-06-24;;;TOPOS UNISEX TOPOS DE SEGURIDAD 2 (VA);32326831;1;10000;0;Efectivo;10000;0;10000;admin;NO
FAC-450;2026-06-24;;;BATAS TEJIDO DAMA - (UN);521030;1;46000;0;;46000;0;46000;admin;NO
FAC-449;2026-06-24;;;CHAQUETAS DAMA ROMBOS (XL);25124232;1;78000;0;Efectivo;78000;0;78000;admin;NO
FAC-449;2026-06-24;;;BUSOS DAMA RESORTADO CON CAPOTA (UN);26123630;1;56000;0;;56000;0;56000;admin;NO
FAC-449;2026-06-24;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (28);1148812;1;70000;0;;70000;0;70000;admin;NO
FAC-449;2026-06-24;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (26);1148811;1;70000;0;;70000;0;70000;admin;NO
FAC-448;2026-06-24;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (XL);1128832;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-447;2026-06-24;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-446;2026-06-24;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-445;2026-06-24;;;CANDONGAS UNISEX CUADRADA 2 (VA);34310631;1;13000;0;Efectivo;13000;0;13000;admin;NO
FAC-445;2026-06-24;;;MEDIAS DAMA TALONERA TOBILLERA (VA);24125631;1;3000;0;;3000;0;3000;admin;NO
FAC-444;2026-06-24;;;PULSERAS UNISEX PULSERA 4 (VA);31322731;1;16000;0;Efectivo;16000;0;16000;admin;NO
FAC-444;2026-06-24;;;CROPTOP DAMA OVERSIZE DOS ESTAMPADOS (L);55120323;1;40000;0;;40000;0;40000;admin;NO
FAC-444;2026-06-24;;;CONJUNTO NIÑO DE COLOMBIA (4);40411136;1;35000;0;;35000;0;35000;admin;NO
FAC-444;2026-06-24;;;BUSOS UNISEX MUNDIAL 2026 (XL);26319432;1;70000;0;;70000;0;70000;admin;NO
FAC-443;2026-06-24;;;CONJUNTO CABALLERO BRASIL AAA (M);4025125;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-443;2026-06-24;;;CAMISETAS CABALLERO ESPAÑA 1.1 LOCAL (M);11212825;1;80000;0;;80000;0;80000;admin;NO
FAC-442;2026-07-04;;;CABELLO-ACCESORIOS UNISEX DIADEMA MEDIANA (VA);29311731;1;12000;0;Efectivo;12000;0;12000;admin;NO
FAC-441;2026-07-04;;;CANGUROS DAMA BRILLO (UN);201540;1;76000;0;Efectivo;76000;0;76000;admin;NO
FAC-440;2026-06-24;;;CAMISETAS CABALLERO ITALIA 90 (S);11215027;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-439;2026-06-24;;;MEDIAS UNISEX FINA MEDIA (VA);24313531;1;16000;0;Efectivo;16000;0;16000;admin;NO
FAC-438;2026-06-24;;;CANILLERAS NIÑO EQUIPOS (VA);27412731;1;14000;0;Tarjeta de débito;14000;0;14000;admin;NO
FAC-438;2026-06-24;;;CAMISETAS CABALLERO ITALIA 90 (L);11215023;1;70000;0;;70000;0;70000;admin;NO
FAC-437;2026-07-04;;;BUSOS UNISEX ALGODON CON CAPOTA ESTAMPADO CREMALLERA (XL);2631932;1;48000;0;Efectivo;48000;0;48000;admin;NO
FAC-436;2026-07-04;;;COLLAR UNISEX COLLAR 4 (VA);3038231;1;29000;0;Tarjeta de débito;29000;0;29000;admin;NO
FAC-436;2026-07-04;;;ANILLOS UNISEX ANILLO 5 (VA);2832931;1;22000;0;;22000;0;22000;admin;NO
FAC-436;2026-07-04;;;BLUSAS DAMA ASIMETRICA 1 HOMBRO (UN);613430;1;44000;0;;44000;0;44000;admin;NO
FAC-436;2026-07-04;;;CHAQUETAS DAMA OVEJERA CUERINA (XL);25120032;1;104000;0;;104000;0;104000;admin;NO
FAC-435;2026-07-04;;;GORRAS UNISEX COLOMBIA;;1;60000;0;Tarjeta de débito;60000;0;60000;admin;NO
FAC-435;2026-07-04;;;CONJUNTO UNISEX DE COLOMBIA (VA);40311131;1;35000;0;;35000;0;35000;admin;NO
FAC-435;2026-07-04;;;CHAQUETAS DAMA JEAN TORERA OVEJERA (XL);25115532;1;90000;0;;90000;0;90000;admin;NO
FAC-435;2026-07-04;;;CHAQUETAS CABALLERO CANGURO AIR (L);2526823;1;68000;0;;68000;0;68000;admin;NO
FAC-435;2026-07-04;;;CROPTOP DAMA OVERSIZE DOS ESTAMPADOS (S);55120327;2;40000;0;;40000;0;40000;admin;NO
FAC-434;2026-07-04;;;CAMISETAS CABALLERO POLO SEDA FRIA (L);11221823;1;48000;0;A convenir;48000;0;48000;admin;NO
FAC-433;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-432;2026-06-23;;;PULSERAS DAMA DE COLOMBIA (UN);3111110;1;5000;0;Transferencia o depósito;5000;0;5000;admin;NO
FAC-432;2026-06-23;;;CAMISETAS UNISEX COLOMBIA AAA POLO AMARILLA (L);11331123;1;60000;0;;60000;0;60000;admin;NO
FAC-431;2026-06-23;;;CAMISETAS CABALLERO OVERSIZE (M);11220225;1;58000;0;Efectivo;58000;0;58000;admin;NO
FAC-430;2026-07-04;;;CHAQUETAS CABALLERO HUGO BOSS (UN);25214330;1;72000;0;Efectivo;72000;0;72000;admin;NO
FAC-429;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-429;2026-06-23;;;BUSOS UNISEX MUNDIAL 2026 (M);26319425;1;70000;0;;70000;0;70000;admin;NO
FAC-428;2026-06-23;;;MEDIAS UNISEX FINA MEDIA (VA);24313531;1;16000;0;Tarjeta de crédito;16000;0;16000;admin;NO
FAC-428;2026-06-23;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (S);11329627;1;60000;0;;60000;0;60000;admin;NO
FAC-427;2026-06-23;;;PANTALONES UNISEX ALGODON (XXL);231634;1;40000;0;Efectivo;40000;0;40000;admin;NO
FAC-426;2026-06-23;;;PANTALONES UNISEX VIOTO (XXL);2327634;1;40000;0;Efectivo;40000;0;40000;admin;NO
FAC-425;2026-07-04;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;A convenir;70000;0;70000;admin;NO
FAC-424;2026-06-23;;;CINTURON+BILLETERA CABALLERO CAJA HERMES (UN);502610;1;76000;0;Tarjeta de crédito;76000;0;76000;admin;NO
FAC-424;2026-06-23;;;ANILLOS UNISEX ANILLO 2 (VA);2832631;1;13000;0;;13000;0;13000;admin;NO
FAC-424;2026-06-23;;;BLUSAS DAMA LICRADA CORTA CUELLO (UN);613050;1;25000;0;;25000;0;25000;admin;NO
FAC-424;2026-06-23;;;CHAQUETAS DAMA PAÑO (L);25128823;1;90000;0;;90000;0;90000;admin;NO
FAC-423;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (XL);1128832;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-422;2026-06-23;;;BUSOS CABALLERO DEPORTIVO (L-XL);26211524;1;32000;0;Efectivo;32000;0;32000;admin;NO
FAC-422;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;;70000;0;70000;admin;NO
FAC-421;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA AAA AZUL (L);11231023;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-420;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA AAA AMARILLA (M);1128825;1;60000;0;Efectivo;60000;0;60000;admin;NO
FAC-420;2026-06-23;;;CHAQUETAS CABALLERO ABIERTA AIR (L);252723;1;72000;0;;72000;0;72000;admin;NO
FAC-419;2026-06-23;;;JEANS CABALLERO CLASICO (32);127814;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-418;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-417;2026-06-23;;;CONJUNTO CABALLERO ARGENTINA AAA LOCAL (XL);4023332;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-416;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Tarjeta de débito;70000;0;70000;admin;NO
FAC-416;2026-06-23;;;CAMISETAS DAMA COLOMBIA 1.1 AMARILLA (L);1118723;1;80000;0;;80000;0;80000;admin;NO
FAC-415;2026-06-23;;;CHAQUETAS UNISEX SELECCION COLOMBIA ENCAUCHETADA (XL);25329032;1;140000;0;Transferencia o depósito;140000;0;140000;admin;NO
FAC-414;2026-06-23;;;BUSOS UNISEX ALGODON CUELLO REDONDO ESTAMPADO (L);2632123;1;44000;0;A convenir;44000;0;44000;admin;NO
FAC-414;2026-06-23;;;CHAQUETAS DAMA OVEJERA CUERINA (L);25120023;1;104000;0;;104000;0;104000;admin;NO
FAC-413;2026-06-23;;;CAMISETAS UNISEX COLOMBIA AAA POLO AZUL (XL);11329632;1;65000;0;Tarjeta de débito;65000;0;65000;admin;NO
FAC-413;2026-06-23;;;CONJUNTO UNISEX COLOMBIA 1.1 POLO AZUL (M);40329525;1;80000;0;;80000;0;80000;admin;NO
FAC-412;2026-06-23;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (18);114887;1;70000;0;Efectivo;70000;0;70000;admin;NO
FAC-412;2026-06-23;;;CAMISETAS NIÑO COLOMBIA AAA AMARILLA (28);1148812;1;70000;0;;70000;0;70000;admin;NO
FAC-411;2026-06-23;;;CAMISETAS CABALLERO COLOMBIA 1.1 AMARILLA (L);1128723;1;70000;0;Transferencia o depósito;70000;0;70000;admin;NO
FAC-410;2026-06-23;;;DRILL CABALLERO CAMUFLADO (34);4226615;2;90000;0;Transferencia o depósito;90000;0;90000;admin;NO
FAC-409;2026-06-23;;;DRILL CABALLERO CAMUFLADO (34);4226615;1;90000;0;Transferencia o depósito;90000;0;90000;admin;NO
